Name,FileName,StartFrame,EndFrame,FaceFreezeFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority
LouchadorPushbackOLD,primo_old_idle.scw,-1,-1,,,100,100,400,false,5
LouchadorRecoil2OLD,primo_old_recoil2.scw,-1,-1,,,1,100,200,false,PelvisBone#4+RLegBone#0+LLegBone#0
LouchadorWinOLD,primo_old_win.scw,-1,-1,,,,,200,false,5
LouchadorWinloopOLD,primo_old_winloop.scw,-1,-1,,,,,,true,1
LouchadorLoseOLD,primo_old_lose.scw,-1,-1,,,,,200,false,5
LouchadorLoseloopOLD,primo_old_loseloop.scw,-1,-1,,,,,,true,1
LouchadorProfileOLD,primo_old_idle.scw,-1,-1,,,500,500,,true,
GunslingerIdleOLD,colt_old_idle.scw,-1,-1,,,100,100,,true,
GunslingerWalkOLD,colt_old_walk.scw,-1,-1,,150,100,100,,true,1
GunslingerPrimaryOLD,colt_old_attack.scw,-1,-1,,,200,200,100,false,ChestBone#3
GunslingerSecondaryOLD,colt_old_attack.scw,-1,-1,,,200,200,100,false,ChestBone#3
GunslingerRecoilOLD,colt_old_recoil.scw,-1,-1,,,200,200,100,false,ChestBone#4
GunslingerRecoil2OLD,colt_old_recoil2.scw,-1,-1,,,200,200,100,false,ChestBone#4
GunslingerReloadOLD,colt_old_idle.scw,-1,-1,,,800,800,800,false,ChestBone#2
GunslingerPushbackOLD,colt_old_pushback.scw,-1,-1,,,200,100,200,false,5
GunslingerWinOLD,gcolt_old_win.scw,-1,-1,,,,,200,false,
GunslingerWinloopOLD,colt_old_winloop.scw,-1,-1,,,,,,true,
GunslingerLoseOLD,colt_old_lose.scw,-1,-1,,,,,200,false,
GunslingerLoseloopOLD,colt_old_loseloop.scw,-1,-1,,,,,,true,
GunslingerProfileOLD,colt_old_idle.scw,-1,-1,,,100,100,,true,
BrockIdleOLD,brock_old_idle.scw,-1,-1,,,100,100,,true,
BrockWalkOLD,brock_old_walk.scw,-1,-1,,150,100,100,,true,1
BrockSecondaryOLD,brock_old_ultiattack.scw,-1,-1,,,1,100,100,false,PelvisBone#4
BrockRecoilOLD,brock_old_recoil.scw,-1,-1,,,1,100,100,false,PelvisBone#4
BrockRecoil2OLD,brock_old_ultirecoil.scw,-1,-1,,,1,100,100,false,PelvisBone#4
BrockWinOLD,brock_old_win.scw,-1,-1,,,,,200,false,5
BrockWinloopOLD,brock_old_winloop.scw,-1,-1,,,,,,true,5
BrockLoseOLD,brock_old_lose.scw,-1,-1,,,,,200,false,5
BrockLoseloopOLD,brock_old_loseloop.scw,-1,-1,,,,,,true,5
BrockProfileOLD,brock_old_idle.scw,-1,-1,,,100,100,,true,
ShellyIdleOLD,shelly_old_idle.scw,-1,-1,,,100,100,,true,
ShellyWalkOLD,shelly_old_walk.scw,-1,-1,,,100,100,,true,1
ShellyPrimaryOLD,shelly_old_attack.scw,-1,-1,,,100,100,300,false,ChestBone#3
ShellySecondaryOLD,shelly_old_attack.scw,-1,-1,,,100,100,200,false,ChestBone#3
ShellyRecoilOLD,shelly_old_recoil.scw,-1,-1,,,100,200,150,false,ChestBone#4
ShellyReloadOLD,shelly_old_reload.scw,-1,-1,,,200,10,100,false,ChestBone#2
ShellyPushbackOLD,shelly_old_pushback.scw,-1,-1,,,100,100,200,false,5
ShellyWinOLD,shelly_old_win.scw,-1,-1,,,,,200,false,5
ShellyWinloopOLD,shelly_old_winloop.scw,-1,-1,,,,,,true,1
ShellyLoseOLD,shelly_old_lose.scw,-1,-1,,,,,200,false,5
ShellyLoseloopOLD,shelly_old_loseloop.scw,-1,-1,,,,,,true,1
ShellyProfileOLD,shelly_old_idle.scw,-1,-1,,,100,100,,true,
SnakeOilWizardWin,byron_wizard_win.glb,1,111,,,,,,,
SnakeOilWizardWinloop,byron_wizard_win.glb,112,-1,,,,,,true,
SnakeOilWizardProfile,byron_wizard_win.glb,192,192,-1,,,,,,
GromIdle,grom_idle.scw,1,33,,,200,200,,true,
GromWalk,grom_walk.scw,1,26,,120,150,150,,true,1
GromAttack,grom_attack.scw,,5,,,,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GromSecondary,grom_attack.scw,3,20,,,100,100,50,,5
GromRecoil,grom_attack.scw,5,20,,,,,50,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
GromPushback,grom_idle.scw,,10,,,50,100,50,,5
GromWin,grom_win.scw,1,111,,,,200,,,5
GromWinloop,grom_winloop.scw,1,33,,,100,100,,true,1
GromLose,grom_lose.scw,1,80,,,,300,300,,5
GromLoseloop,grom_loseloop.scw,1,43,,,100,100,,true,1
GromProfile,grom_idle.scw,1,1,,,,,,true,5
KazaamBunnyAnim,kazaam_pet_geo.glb,1,7,,,,,,true,
KokoWalk,koko_walk.glb,1,-1,-1,,100,100,,true,1
KokoWin,koko_win.glb,1,-1,,150,,,,,
KokoWinloop,koko_winloop.glb,0,-1,,,,,,true,
KokoTennisIdle,koko_tennis_idle.glb,1,59,-1,,120,120,,true,
KokoTennisWalk,koko_tennis_walk.glb,1,-1,-1,,100,100,,true,1
KokoTennisAttack,koko_tennis_attack.glb,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
KokoTennisSuper,byron_super.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
KokoTennisRecoil,koko_tennis_attack.glb,5,30,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
KokoTennisSuperRecoil,byron_super.scw,5,30,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
KokoTennisPushback,koko_tennis_pushback.glb,,-1,-1,,,,,,5
KokoTennisWin,koko_tennis_win.glb,1,110,,170,,,,,
KokoTennisWinloop,koko_tennis_win.glb,112,-1,,,,,,true,
KokoTennisLose,koko_tennis_lose.glb,1,98,,,,,,,
KokoTennisLoseloop,koko_tennis_lose.glb,99,198,,,,,,true,
KokoTennisProfile,koko_tennis_win.glb,192,192,-1,,,,,,
SqueakIdle,squeak_idle.glb,,-1,-1,,100,100,,true,
SqueakWalk,squeak_walk.glb,,-1,-1,,100,100,,true,1
SqueakAttack,squeak_attack.glb,5,20,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
SqueakRecoil,squeak_attack.glb,5,20,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SqueakPushback,squeak_pushback.glb,,-1,-1,,,,,,
SqueakWin,squeak_win.glb,,138,-1,,,,,,
SqueakWinloop,squeak_win.glb,139,-1,-1,,,,,true,
SqueakLose,squeak_lose.glb,,90,-1,,,,,,
SqueakLoseloop,squeak_lose.glb,91,-1,-1,,,,,true,
LollaIdle,lolla_idle.glb,,-1,-1,,100,100,,true,
LollaWalk,lolla_walk.glb,,-1,-1,,100,100,,true,1
LollaAttack,lolla_attack.glb,,4,-1,,50,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LollaRecoil,lolla_attack.glb,5,17,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LollaSuper,lolla_super.glb,,4,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LollaSuperRecoil,lolla_super.glb,4,18,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LollaPushback,lolla_pushback.glb,,10,-1,,20,,100,,
LollaWin,lolla_win.glb,,-1,-1,,,,800,,
LollaWinloop,lolla_idle.glb,,-1,-1,,800,800,,true,
LollaLose,lolla_lose.glb,,33,-1,,,,,,
LollaLoseloop,lolla_lose.glb,34,-1,-1,,,,,true,
LollaPortrait,lolla_portrait.glb,,-1,-1,,,,,,
FangAttack,fang_attack.glb,,5,,,,,,,3
FangRecoil,fang_attack.glb,,25,,,,,100,,4
FangSuper,fang_attack.glb,10,13,,,,100,50,true,3
FangWalk,fang_walk.glb,,-1,-1,,100,100,,true,1
FangIdle,fang_idle.glb,,-1,-1,,100,100,,true,
KickerDudeFuriousIdle,fang_fireball_idle.glb,,-1,-1,,100,100,,true,
KickerDudeFuriousWalk,fang_fireball_walk.glb,,-1,-1,,100,100,,true,1
KickerDudeFuriousAttack,fang_fireball_attack.glb,,5,,,,,,,3
KickerDudeFuriousSuper,fang_fireball_attack.glb,10,13,,,,100,50,true,3
KickerDudeFuriousRecoil,fang_fireball_attack.glb,,25,,,,,100,,4
FangWin,fang_win.glb,,178,-1,,,,,,
FangWinloop,fang_win.glb,179,-1,-1,,,,,true,
FangLose,fang_lose.glb,,96,-1,,,,,,
FangLoseloop,fang_lose.glb,97,-1,-1,,,,,true,
KickerDudeFuriousWin,fang_fireball_win.glb,,91,-1,,,,,,
KickerDudeFuriousWinloop,fang_fireball_win.glb,92,141,-1,,,,,true,
KickerDudeFuriousLose,fang_fireball_lose.glb,,145,-1,,,,,,
KickerDudeFuriousLoseloop,fang_fireball_lose.glb,146,168,-1,,,,,true,
KickerDudeFuriousPortrait,fang_fireball_portrait.glb,,-1,-1,,,,,,
FangPortrait,fang_portrait.glb,-1,-1,-1,,,,,,
DuplicatorCholaIdle,lolla_chola_idle.glb,,-1,-1,,100,100,,true,
DuplicatorCholaWalk,lolla_chola_walk.glb,,-1,-1,,100,100,,true,1
DuplicatorCholaAttack,lolla_chola_attack.glb,,4,-1,,50,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaSuper,lolla_chola_super.glb,,4,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaRecoil,lolla_chola_attack.glb,5,17,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaSuperRecoil,lolla_chola_super.glb,4,18,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorCholaPushback,lolla_chola_pushback.glb,,10,-1,,20,,100,,
DuplicatorCholaWin,lolla_chola_win.glb,,143,-1,,,,800,,
DuplicatorCholaWinloop,lolla_chola_win.glb,95,143,-1,,800,800,,true,
DuplicatorCholaLose,lolla_chola_lose.glb,,201,-1,,,,,,
DuplicatorCholaLoseloop,lolla_chola_lose.glb,157,201,-1,,,,,true,
DuplicatorCholaPortrait,lolla_chola_portrait.glb,,,-1,,,,,,
DuplicatorVillainIdle,lolla_starforce_idle.glb,,-1,-1,,100,100,,true,
DuplicatorVillainWalk,lolla_starforce_walk.glb,,-1,-1,,100,100,,true,1
DuplicatorVillainAttack,lolla_starforce_attack.glb,,4,-1,,50,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorVillainSuper,lolla_starforce_super.glb,,4,-1,,,,,true,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorVillainRecoil,lolla_starforce_attack.glb,5,17,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorVillainSuperRecoil,lolla_starforce_super.glb,4,18,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DuplicatorVillainPushback,lolla_pushback.glb,,10,-1,,20,,100,,
DuplicatorVillainWin,lolla_starforce_win.glb,,181,-1,,,,,,
DuplicatorVillainWinloop,lolla_starforce_win.glb,182,-1,-1,,,,,true,
DuplicatorVillainLose,lolla_starforce_lose.glb,,103,-1,,,,,,
DuplicatorVillainLoseloop,lolla_starforce_lose.glb,104,134,-1,,,,,true,
DuplicatorVillainPortrait,lolla_starforce_idle.glb,,,-1,,,,,,
CannonGirlDefaultIdle,clyde_idle_anim.glb,,58,,,100,100,,true,
CannonGirlDefaultWalk,clyde_run_anim.glb,,68,,,100,100,,true,1
CannonGirlDefaultAttack,clyde_attack_anim.glb,,6,,,,50,,,3
CannonGirlDefaultAttackRecoil,clyde_attack_anim.glb,6,25,,,50,,100,,4
CannonGirlDefaultReload,clyde_idle_anim.glb,1,15,,,1000,1000,100,,5
CannonGirlDefaultPushback,carl_pirate_pushback.scw,,-1,,,50,200,100,,5
CannonGirlDefaultWin,clyde_win_anim.glb,,198,,,,,,,
CannonGirlDefaultWinloop,clyde_win_anim.glb,134,200,,,,,,true,
CannonGirlDefaultLose,clyde_lose_anim.glb,,113,,,,,,,
CannonGirlDefaultLoseloop,clyde_lose_anim.glb,114,248,,,,,,true,
CannonGirlDefaultProfile,clyde_portrait_pose.glb,30,30,,,,,,true,
CannonGirlSmallDefaultIdle,bonnie_idle_anim.glb,,68,,,100,100,,true,
CannonGirlSmallDefaultWalk,bonnie_run_anim.glb,,215,,129,100,100,,true,1
CannonGirlSmallDefaultAttack,bonnie_attack_anim.glb,1,22,,,150,150,10,,spine_lower_s#4
CannonGirlSmallDefaultMegSuper,bonnie_summonclyde_anim.glb,5,38,-1,,,,,,
CannonGirlSmallDefaultRecoil,bonnie_attack_anim.glb,1,2,,,1000,1000,10,,spine_lower_s#4
CannonGirlSmallDefaultRecoil2,bonnie_attack_anim.glb,1,22,,,1500,1000,10,,spine_lower_s#4
CannonGirlSmallDefaultMegSuperRecoil,bonnie_summonclyde_anim.glb,30,39,-1,,1000,1000,50,,
CannonGirlSmallDefaultLouchadorSecondary,bonnie_superfly_anim.glb,,60,,,100,100,,,5
CannonGirlSmallDefaultReload,bonnie_idle_anim.glb,,-1,,,10000,10000,100,,ChestBone#2
CannonGirlSmallDefaultPushback,leon_pushback.scw,1,34,,,100,100,100,,5
CannonGirlSmallDefaultWin,bonnie_idle_anim.glb,1,84,,,,10,100,,5
CannonGirlSmallDefaultWinloop,bonnie_idle_anim.glb,84,111,,,10,,,true,1
CannonGirlSmallDefaultLose,bonnie_idle_anim.glb,1,45,,,,,,,5
CannonGirlSmallDefaultLoseloop,bonnie_idle_anim.glb,45,50,,,,,,true,1
CannonGirlSmallDefaultProfile,bonnie_idle_anim.glb,1,1,,,,,,true,5
CannonGirlVillainIdle,clyde_villain_idle.glb,,58,,,100,100,,true,
CannonGirlVillainWalk,clyde_villain_run.glb,,68,,,100,100,,true,1
CannonGirlVillainAttack,clyde_villain_attack.glb,,6,,,,50,,,3
CannonGirlVillainAttackRecoil,clyde_villain_attack.glb,6,25,,,50,,100,,4
CannonGirlVillainReload,clyde_idle_anim.glb,1,15,,,1000,1000,100,,5
CannonGirlVillainPushback,carl_pirate_pushback.scw,,-1,,,50,200,100,,5
CannonGirlVillainWin,clyde_villain_win.glb,,163,,,,,,,
CannonGirlVillainWinloop,clyde_villain_win.glb,109,163,,,,,,true,
CannonGirlVillainLose,clyde_villain_lose.glb,,168,,,,,,,
CannonGirlVillainLoseloop,clyde_villain_lose.glb,138,168,,,,,,true,
CannonGirlVillainProfile,clyde_villain_portrait.glb,30,30,,,,,,true,
CannonGirlSmallVillainIdle,bonnie_idle_anim.glb,,68,,,100,100,,true,
CannonGirlSmallVillainWalk,bonnie_run_anim.glb,,215,,129,100,100,,true,1
CannonGirlSmallVillainAttack,bonnie_attack_anim.glb,1,22,,,150,150,10,,spine_lower_s#4
CannonGirlSmallVillainMegSuper,bonnie_summonclyde_anim.glb,5,38,-1,,,,,true,
CannonGirlSmallVillainRecoil,bonnie_attack_anim.glb,1,2,,,1000,1000,10,,spine_lower_s#4
CannonGirlSmallVillainRecoil2,bonnie_attack_anim.glb,1,22,,,1500,1000,10,,spine_lower_s#4
CannonGirlSmallVillainMegSuperRecoil,bonnie_summonclyde_anim.glb,30,39,-1,,1000,1000,50,,
CannonGirlSmallVillainLouchadorSecondary,bonnie_superfly_anim.glb,,60,,,100,100,,,5
CannonGirlSmallVillainReload,bonnie_idle_anim.glb,,1,,,500,500,100,,ChestBone#2
CannonGirlSmallVillainPushback,leon_pushback.scw,1,34,,,100,100,100,,5
CannonGirlSmallVillainWin,bonnie_idle_anim.glb,1,84,,,,10,100,,5
CannonGirlSmallVillainWinloop,bonnie_idle_anim.glb,84,111,,,10,,,true,1
CannonGirlSmallVillainLose,bonnie_idle_anim.glb,1,45,,,,,,,5
CannonGirlSmallVillainLoseloop,bonnie_idle_anim.glb,45,50,,,,,,true,1
CannonGirlSmallVillainProfile,bonnie_idle_anim.glb,1,1,,,,,,,5
JanetIdle,janet_idle.glb,,-1,-1,,100,100,,true,
JanetWalk,janet_walk.glb,,-1,-1,80,100,100,,true,1
JanetAttack,janet_attack.glb,,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
JanetSuper,janet_super.glb,,-1,-1,,200,200,250,true,4
JanetAttackRecoil,janet_attack.glb,1,-1,-1,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
JanetWin,janet_win.glb,,206,-1,,100,,,,
JanetWinloop,janet_win.glb,207,234,-1,,,,,true,
JanetLose,janet_lose.glb,,134,-1,,,,,,
JanetLoseloop,janet_lose.glb,135,192,-1,,,,,true,
JanetPortrait,janet_portrait.glb,,-1,-1,,,,,,
JanetPushback,janet_pushback.glb,,10,-1,,10,,200,,
JetpackGirlValkyrieIdle,janet_valkyrie_idle.glb,,-1,-1,,100,100,,true,
JetpackGirlValkyrieWalk,janet_valkyrie_walk.glb,,-1,-1,80,100,100,,true,1
JetpackGirlValkyrieAttack,janet_valkyrie_attack.glb,,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
JetpackGirlValkyrieSuper,janet_valkyrie_super.glb,,-1,-1,,200,200,250,true,4
JetpackGirlValkyrieAttackRecoil,janet_valkyrie_attack.glb,1,-1,-1,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
JetpackGirlValkyriePushback,janet_pushback.glb,,10,-1,,10,,200,,
JetpackGirlValkyrieWin,janet_valkyrie_win.glb,,149,-1,,100,,,,
JetpackGirlValkyrieWinloop,janet_valkyrie_win.glb,150,177,-1,,,,,true,
JetpackGirlValkyrieLose,janet_valkyrie_lose.glb,,194,-1,,,,,,
JetpackGirlValkyrieLoseloop,janet_valkyrie_lose.glb,194,194,-1,,,,,true,
JetpackGirlValkyriePortrait,janet_valkyrie_portrait.glb,,-1,-1,,,,,,
JetpackGirlDamageTowerDefaultIdle,janet_gadget_speakers_idle.glb,,-1,,,,,,true,
JetpackGirlDamageTowerDefaultSpawn,janet_gadget_speakers_idle.glb,,-1,,,,,,,
MinigunDudeQueenIdle,pam_queen_idle.glb,1,-1,,,100,100,,true,
MinigunDudeQueenWalk,pam_queen_walk.glb,1,22,,,100,100,,true,1
MinigunDudeQueenAttack,pam_queen_attack.glb,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MinigunDudeQueenSecondary,pam_queen_super.glb,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MinigunDudeQueenRecoil,pam_queen_attack.glb,4,20,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MinigunDudeQueenSecondaryRecoil,pam_queen_super.glb,6,20,,,,,175,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MinigunDudeQueenReload,pam_queen_reload.glb,,20,,,100,,100,,hips_s#1+chest_s#4+spine_lower_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MinigunDudeQueenPushback,pam_queen_pushback.glb,,10,,,25,100,150,,
MinigunDudeQueenWin,pam_queen_win.glb,,159,,,,,,,5
MinigunDudeQueenWinloop,pam_queen_win.glb,160,190,,,,,,true,1
MinigunDudeQueenLose,pam_queen_lose.glb,,31,,,,,,,
MinigunDudeQueenLoseloop,pam_queen_lose.glb,32,92,,,,,,true,
MinigunDudeQueenPortrait,pam_queen_portrait.glb,,,,,,,,true,
UndertakerBeachIdle,mortis_beach_idle.glb,1,32,,,200,200,,true,
UndertakerBeachWalk,mortis_beach_walk.glb,1,32,,150,100,100,,true,1
UndertakerBeachAttack,mortis_attack.scw,3,30,,,,250,200,,3
UndertakerBeachUltiAttack,mortis_ulti.scw,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
UndertakerBeachRecoil1,mortis_attack.scw,3,30,,,,250,200,,4
UndertakerBeachUltiRecoil1,mortis_ulti.scw,5,40,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
UndertakerBeachPushback,mortis_pushback.scw,,-1,,,100,100,100,,5
UndertakerBeachWin,mortis_beach_win.glb,1,77,,,,,,,1
UndertakerBeachWinloop,mortis_beach_win.glb,77,106,,,,,,true,1
UndertakerBeachLose,mortis_lose.scw,1,54,,,,,,,1
UndertakerBeachLoseloop,mortis_lose.scw,54,60,,,,,,true,1
UndertakerBeachProfile,mortis_beach_portrait.glb,49,49,,,,,,,1
EveIdle,eve_idle.glb,1,-1,-1,,400,400,,true,
EveWalk,eve_walk.glb,,-1,-1,,400,400,,true,1
EveBabyIdle,eve_baby_idle.glb,,-1,-1,,100,100,,true,
EveBabyWalk,eve_baby_walk.glb,,-1,-1,,100,100,,true,
EveBabyAttack,eve_baby_attack.glb,,-1,-1,,100,100,,true,
EveEggIdle,eve_egg_idle.glb,,-1,-1,,100,100,,true,
EveAttack,eve_attack.glb,,4,-1,,,,,,3
EveAttackRecoil,eve_attack.glb,5,-1,-1,,,100,300,,4
EveSuper,eve_super.glb,,-1,-1,,,,,true,3
EveSuperRecoil,eve_super.glb,,-1,-1,,,100,100,,4
FleaSpaceCactusIdle,eve_space_cactus_idle.glb,1,57,-1,,400,400,,true,
FleaSpaceCactusWalk,eve_space_cactus_walk.glb,,28,-1,,400,400,,true,1
FleaSpaceCactusAttack,eve_space_cactus_attack.glb,,29,-1,,,,,,3
FleaSpaceCactusSuper,eve_space_cactus_super.glb,,33,-1,,,,,true,3
FleaSpaceCactusAttackRecoil,eve_space_cactus_attack.glb,5,29,-1,,,100,300,,4
FleaSpaceCactusSuperRecoil,eve_space_cactus_super.glb,,33,-1,,,100,100,,4
FleaPetSpaceCactusIdle,eve_space_cactus_baby_idle.glb,,13,-1,,100,100,,true,
FleaPetSpaceCactusWalk,eve_space_cactus_baby_walk.glb,,14,-1,,100,100,,true,
FleaPetSpaceCactusAttack,eve_space_cactus_baby_attack.glb,,13,-1,,100,100,,true,
FleaBigEggSpaceCactusIdle,eve_space_cactus_egg_idle.glb,,-1,-1,,100,100,,true,
EvePushback,eve_pushback.glb,,25,-1,,,400,500,,5
FleaDefaultHappy,eve_win.glb,,-1,-1,,,,,,
FleaDefaultHappyLoop,eve_win_loop.glb,,-1,-1,,,,,true,
FleaDefaultSad,eve_lose.glb,,109,-1,,,,,,
FleaDefaultSadLoop,eve_lose_loop.glb,,-1,-1,,,,,true,
FleaDefaultProfile,eve_portrait.glb,101,-1,-1,,,,,,
FleaSpaceCactusProfile,eve_portrait_cam.glb,,-1,-1,,,,,,
FleaSpaceCactusHappy,eve_space_cactus_win.glb,,154,-1,,,,,,
FleaSpaceCactusHappyLoop,eve_space_cactus_win.glb,155,-1,-1,,,,,true,
FleaSpaceCactusSad,eve_space_cactus_lose.glb,,159,-1,,,,,,
FleaSpaceCactusSadLoop,eve_space_cactus_lose.glb,160,-1,-1,,,,,true,
FleaDefaultSadEnter,eve_lose.glb,,,-1,,,,,,
RosaCocoIdle,rosa_coco_idle.glb,1,25,,,100,100,,true,
RosaCocoWalk,rosa_coco_walk.glb,1,24,,,100,100,,true,1
RosaCocoAttack,rosa_coco_attack.glb,1,11,,,100,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RosaCocoAttackRecoil,rosa_coco_attack.glb,12,19,,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RosaCocoAttackRecoil2,rosa_coco_attack.glb,20,28,,,1,100,100,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
RosaCocoUltRecoil,rosa_coco_ult.glb,,-1,,,1,100,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RosaCocoUltRecoil2,rosa_coco_detransfom.glb,,-1,,,1,100,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RosaCocoWin,rosa_coco_win.glb,1,163,,,100,200,,,
RosaCocoWinloop,rosa_coco_win.glb,1,163,,,,,,true,
RosaCocoLose,rosa_coco_lose.glb,1,112,,,100,,,,
RosaCocoLoseloop,rosa_coco_lose.glb,113,161,,,,,,true,
RosaCocoProfile,rosa_coco_portrait.glb,1,1,,,,,,true,
DeadMariachiPunkIdle,poco_punk_idle.glb,,-1,,,100,100,,true,
DeadMariachiPunkWalk,poco_punk_walk.glb,,-1,,160,100,100,,true,1
DeadMariachiPunkAttack,poco_punk_attack.glb,,29,,,50,,,,spine_lower_s#3
DeadMariachiPunkSecondary,poco_punk_attack.glb,2,29,,,,,200,,spine_lower_s#3
DeadMariachiPunkRecoil,poco_punk_attack.glb,2,29,,,,,200,,spine_lower_s#4
DeadMariachiPunkReload,poco_punk_idle.glb,1,2,,,100,200,200,,spine_lower_s#2
DeadMariachiPunkPushback,poco_punk_idle.glb,,-1,,,200,300,500,,5
DeadMariachiPunkWin,poco_punk_win.glb,1,93,,,,,,,
DeadMariachiPunkWinloop,poco_punk_win.glb,94,192,,,,,,true,
DeadMariachiPunkLose,poco_punk_lose.glb,1,81,,,,,,,
DeadMariachiPunkLoseloop,poco_punk_lose.glb,82,125,,,,,,true,
DeadMariachiPunkProfile,poco_punk_portrait.glb,1,1,,,,,,true,
DeadMariachiPunkEnv,poco_punk_guitar_loop.glb,1,-1,-1,,,,,true,
SilencerDefaultIdle,otis_idle.glb,1,60,,,100,100,,true,
SilencerDefaultWalk,otis_walk.glb,1,29,,115,100,100,,true,1
SilencerDefaultAttack,otis_attack.glb,8,15,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
SilencerDefaultSecondary,otis_super.glb,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
SilencerDefaultRecoil,otis_attack.glb,12,23,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SilencerDefaultSecondaryRecoil,otis_super.glb,6,40,,,,,175,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SilencerDefaultReload,pam_reload.scw,,20,,,100,,100,,hips_s#1+chest_s#4+spine_lower_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SilencerDefaultPushback,pam_pushback.scw,,10,,,25,100,150,,
SilencerDefaultWin,otis_win.glb,,207,,,,,,,5
SilencerDefaultWinloop,otis_winloop.glb,,67,,,,,,true,1
SilencerDefaultLose,otis_lose.glb,,158,,,,,,,
SilencerDefaultLoseloop,otis_lose.glb,77,158,,,,,,true,
SilencerDefaultPortrait,otis_portrait_cam.glb,60,-1,,,,,,true,
SilencerPharaohIdle,otis_phara_idle.glb,1,60,,,100,100,,true,
SilencerPharaohWalk,otis_phara_walk.glb,1,29,,115,100,100,,true,1
SilencerPharaohAttack,otis_phara_attack.glb,8,15,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
SilencerPharaohSecondary,otis_phara_super.glb,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
SilencerPharaohRecoil,otis_phara_attack.glb,12,23,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SilencerPharaohSecondaryRecoil,otis_phara_super.glb,6,40,,,,,175,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SilencerPharaohWin,otis_phara_win.glb,,248,,,,,,,5
SilencerPharaohWinloop,otis_phara_win.glb,184,248,,,,,,true,1
SilencerPharaohLose,otis_phara_lose.glb,,279,,,,,,,
SilencerPharaohLoseloop,otis_phara_lose.glb,235,279,,,,,,true,
SilencerPharaohPortrait,otis_phara_portrait_cam.glb,,-1,,,,,,true,
,,,,,,,,,,
