Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,IntroAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,StillEffect,ChargedShotEffect,DisableHeadRotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryGalDefault,ArtilleryDude,mari_geo.scw,,,penny_base_cam.scw,emz_intro_pose.scw,,ArtilleryGalIdle,ArtilleryGalWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalLose,ArtilleryGalLoseloop,ArtilleryGalIdle,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalWin,ArtilleryGalIdle,ArtilleryGalIdle,ArtilleryGalProfile,ArtilleryGalProfile,,,,,,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryGalElf,ArtilleryDude,penny_elf_geo.scw,,,penny_base_cam.scw,emz_intro_pose.scw,,ArtilleryGalIdle,ArtilleryGalWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalLose,ArtilleryGalLoseloop,ArtilleryGalIdle,ArtilleryGalWin,ArtilleryGalWinloop,ArtilleryGalWin,ArtilleryGalIdle,ArtilleryGalIdle,ArtilleryGalProfile,ArtilleryGalProfile,,,,,,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,,,,,,Penny002Projectile,,Penny002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryGalBunny,ArtilleryDude,penny_bunny_geo.scw,,,penny_base_cam.scw,emz_intro_pose.scw,,ArtilleryGalIdle,ArtilleryGalBunnyWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalBunnyWin,ArtilleryGalBunnyWinloop,ArtilleryGalLose,ArtilleryGalBunnyLoseloop,ArtilleryGalIdle,ArtilleryGalBunnyWin,ArtilleryGalBunnyWinloop,ArtilleryGalBunnyWin,ArtilleryGalIdle,ArtilleryGalIdle,ArtilleryGalProfile,ArtilleryGalProfile,,,,,,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,,,,,,Penny003Projectile,,Penny003UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryDudeDarkBunny,ArtilleryDude,penny_darkbunny_geo.scw,,,penny_base_cam.scw,emz_intro_pose.scw,,ArtilleryGalIdle,ArtilleryGalBunnyWalk,ArtilleryGalPrimary,ArtilleryGalUltiAttack,ArtilleryGalRecoil,,ArtilleryGalUltiRecoil,,ArtilleryGalReload,ArtilleryGalPushback,ArtilleryGalBunnyWin,ArtilleryGalBunnyWinloop,ArtilleryGalLose,ArtilleryGalBunnyLoseloop,ArtilleryGalIdle,ArtilleryGalBunnyWin,ArtilleryGalBunnyWinloop,ArtilleryGalBunnyWin,ArtilleryGalIdle,ArtilleryGalIdle,ArtilleryGalProfile,ArtilleryGalProfile,,,,,,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,PennyFace,,,,,,Penny004Projectile,,Penny004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretDefault,ArtilleryDudeTurret,turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryAttack,,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretElf,ArtilleryDudeTurret,penny_elf_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryAttack,,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtillerySpawn,ArtilleryIdle,,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penny_002_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretBunny,ArtilleryDudeTurret,bunny_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyAttack,,ArtilleryBunnyIdle,,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnySpawn,ArtilleryBunnyIdle,,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryIdle,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penny_003_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtilleryTurretDarkBunny,ArtilleryDudeTurret,bunny_turret_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnyAttack,,ArtilleryBunnyIdle,,ArtilleryBunnyIdle,ArtilleryBunnyIdle,ArtilleryBunnySpawn,ArtilleryBunnyIdle,,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,,ArtilleryBunnyIdleMenu,ArtilleryBunnyIdleMenu,ArtilleryIdle,ArtilleryIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penny_003_ulti_spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrankDefault,HammerDude,frank_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankIdle,FrankProfile,FrankIntro,,,,,,FrankStill,FrankStill,FrankWin,FrankWinLoop,FrankLose,FrankLoseLoop,FrankWinLoop,FrankWin,FrankWinLoop,FrankWin,FrankStill,FrankStill,,,,,,,,,frank_def_atk,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrankCaveman,HammerDude,frank_caveman_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankIdle,FrankProfile,FrankIntro,,,,,,FrankStill,FrankStill,FrankWin,FrankWinLoop,FrankLose,FrankLoseLoop,FrankWinLoop,FrankWin,FrankWinLoop,FrankWin,FrankStill,FrankStill,,,,,,,,,frank_def_atk,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeDJ,HammerDude,frank_dj_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankIdle,FrankProfile,FrankIntro,,,,,,FrankDJIdle,FrankDJIdle,FrankDJWin,FrankDJWinLoop,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,,,,,,Frank002Projectile,,Frank002UltiProjectile,frank_002_atk,frank_002_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeXmas,HammerDude,frank_xmas_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankXmasIdle,FrankXmasWalk,FrankXmasPrimary,FrankXmasSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankXmasWin,FrankXmasWinloop,FrankXmasLose,FrankXmasLoseloop,FrankXmasIdle,FrankXmasWin,FrankXmasWinloop,FrankXmasWin,FrankXmasIdle,FrankXmasIdle,FrankXmasWinloop,FrankXmasWinloop,,,,,,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,frank_003_lobby,,,,,,,,frank_003_atk,frank_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaDefault,Ninja,leon_geo.scw,,,leon_base_cam.scw,leon_intro_pose.scw,,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonIdle,LeonProfile,LeonIntro,,,,,,LeonIdle,LeonIdle,LeonWin,LeonWinLoop,LeonLose,LeonLoseLoop,LeonIdle,LeonWin,LeonWinLoop,LeonWin,LeonIdle,LeonIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaShark,Ninja,shark_leon_geo.scw,,,leon_base_cam.scw,emz_intro_pose.scw,,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonIdle,LeonProfile,LeonProfile,,,,,,LeonIdle,LeonIdle,LeonWin,LeonWinLoop,LeonLose,LeonLoseLoop,LeonIdle,LeonWin,LeonWinLoop,LeonIdle,LeonIdle,LeonIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaWolf,Ninja,leon_wolf_geo.scw,,,leon_wolf_portrait.scw,emz_intro_pose.scw,,LeonWolfIdle,LeonWolfWalk,LeonWolfAttack,LeonWolfSecondary,LeonWolfRecoil,LeonWolfRecoil2,LeonWolfRecoil,,LeonWolfReload,LeonWolfPushBack,LeonWolfWin,LeonWolfHappyLoop,LeonWolfLose,LeonWolfLoseLoop,LeonWolfIdle,LeonWolfWin,LeonWolfHappyLoop,LeonWolfWin,LeonWolfIdle,LeonWolfIdle,LeonWolfProfile,LeonWolfProfile,,,,,,Leon002Still,Leon002Still,Leon002Win,Leon002WinLoop,Leon002Lose,Leon002LoseLoop,Leon002WinLoop,Leon002Win,Leon002WinLoop,Leon002Win,Leon002Still,Leon002Still,,,,,,Leon002Projectile,,,leon_002_atk,,,,,,,,,,,,,,,,,,,,Leon_wolf_ulti_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaSally,Ninja,leon_sally_geo.scw,,,leon_base_cam.scw,emz_intro_pose.scw,,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonSallyWin,LeonSallyWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonSallyWin,LeonSallyWinloop,LeonSallyWin,LeonIdle,LeonIdle,LeonProfile,LeonProfile,,,,,,LeonIdle,LeonIdle,LeonWin,LeonWinLoop,LeonLose,LeonLoseLoop,LeonIdle,LeonWin,LeonWinLoop,LeonIdle,LeonIdle,LeonIdle,,,,,,Leon003Projectile,,,,,,leon_003_atk,leon_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaSilver,Ninja,leon_geo.scw,,,leon_base_cam.scw,leon_intro_pose.scw,,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonIdle,LeonProfile,LeonIntro,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,gen_silver_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaGold,Ninja,leon_geo.scw,,,leon_base_cam.scw,leon_intro_pose.scw,,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonIdle,LeonProfile,LeonIntro,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,gen_silver_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookDefault,HookDude,gene_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GeneIdle,GeneWalk,GeneAttack,GeneSecondary,GeneAttackRecoil,,GeneSecondaryRecoil,,GeneReload,GenePushback,GeneWin,GeneWinloop,GeneLose,GeneLoseloop,GeneIdle,GeneWin,GeneWinloop,GeneWin,GeneIdle,GeneIdle,GeneProfile,GeneProfile,,,,,,GeneStill,GeneStill,GeneWin,GeneWinLoop,GeneLose,GeneLoseLoop,GeneWinLoop,GeneWin,GeneWinLoop,GeneWin,GeneStill,GeneStill,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookPirate,HookDude,gene_pirate_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GenePirateIdle,GenePirateWalk,GenePirateAttack,GenePirateSecondary,GenePirateAttackRecoil,,GenePirateSecondaryRecoil,,GenePirateReload,GenePushback,GenePirateWin,GenePirateWinloop,GenePirateLose,GenePirateLoseloop,GenePirateIdle,GenePirateWin,GenePirateWinloop,GenePirateWin,GenePirateIdle,GenePirateIdle,GeneProfile,GeneProfile,,,,,,Gene002Still,Gene002Still,Gene002Win,Gene002WinLoop,Gene002Lose,Gene002LoseLoop,Gene002WinLoop,Gene002Win,Gene002WinLoop,Gene002Win,Gene002Still,Gene002Still,,,,true,true,Gene002Projectile,,Gene002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookDudeBazaar,HookDude,gene_dark_geo.scw,,,gene_dark_cam.scw,emz_intro_pose.scw,,GeneDarkIdle,GeneDarkWalk,GeneDarkAttack,GeneDarkSecondary,GeneDarkAttackRecoil,,GeneDarkSecondaryRecoil,,GeneDarkReload,GeneDarkPushback,GeneDarkWin,GeneDarkWinloop,GeneDarkLose,GeneDarkLoseloop,GeneDarkIdle,GeneDarkWin,GeneDarkWinloop,GeneDarkWin,GeneDarkIdle,GeneDarkIdle,GeneDarkProfile,GeneDarkProfile,,,,,,GeneBazaarIdle,GeneBazaarIdle,GeneBazaarHappy,GeneBazaarIdle,GeneBazaarSad,GeneBazaarIdle,GeneBazaarIdle,GeneBazaarHappy,GeneBazaarIdle,GeneBazaarHappy,GeneBazaarIdle,GeneBazaarIdle,,,,true,true,Gene003Projectile,,Gene003UltiProjectile,gene_003_atk,gene_003_ulti,,,,,,,,,,,,,,,,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,Evil_Gene_VO,,gene_003_idle_hand_L,gene_003_idle_hand_R,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindDefault,Whirlwind,carl_geo.scw,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,CarlIdle,CarlIdle,CarlProfile,CarlProfile,,,,,,CarlStill,CarlStill,CarlWin,CarlWinLoop,CarlLose,CarlLoseLoop,CarlWinLoop,CarlWin,CarlWinLoop,CarlWin,CarlStill,CarlWin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindHotrod,Whirlwind,carl_hotrod_geo.scw,,,carl_hotrod_cam.scw,emz_intro_pose.scw,,CarlHotrodIdle,CarlHotrodWalk,CarlHotrodAttack,CarlHotrodSecondary,CarlHotrodAttackRecoil,,CarlHotrodSecondaryRecoil,,CarlHotrodReload,CarlHotrodIdle,CarlHotrodWin,CarlHotrodWinloop,CarlHotrodLose,CarlHotrodLoseloop,CarlHotrodIdle,CarlHotrodWin,CarlHotrodWinloop,CarlHotrodWin,CarlHotrodIdle,CarlHotrodIdle,CarlHotrodProfile,CarlHotrodProfile,,,,,,Carl003Still,Carl003Still,Carl003Win,Carl003WinLoop,Carl003Lose,Carl003LoseLoop,Carl003WinLoop,Carl003Win,Carl003WinLoop,Carl003Win,Carl003Still,Carl003Win,,,,,,Carl002Projectile,,,,,,,,,,,carl_002_ulti_loop,carl_002_ulti_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindHogrider,Whirlwind,carl_hogrider_geo.scw,,,carl_hogrider_cam.scw,emz_intro_pose.scw,,CarlHogriderIdle,CarlHogriderWalk,CarlHogriderAttack,CarlHogriderSecondary,CarlHogriderAttackRecoil,,CarlHogriderSecondaryRecoil,,CarlHogriderReload,CarlHogriderIdle,CarlHogriderWin,CarlHogriderWinloop,CarlHogriderLose,CarlHogriderLoseloop,CarlHogriderIdle,CarlHogriderWin,CarlHogriderWinloop,CarlHogriderWin,CarlHogriderIdle,CarlHogriderIdle,CarlHogriderProfile,CarlHogriderProfile,,,,,,CarlStill,CarlStill,CarlWin,CarlWinLoop,CarlLose,CarlLoseLoop,CarlWinLoop,CarlWin,CarlWinLoop,CarlWin,CarlStill,CarlWin,,,,,,Carl003Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindLeonard,Whirlwind,carl_leonard_geo.scw,,,carl_leonard_cam.scw,emz_intro_pose.scw,,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,CarlIdle,CarlIdle,CarlProfile,CarlProfile,,,,,,Carl002Still,Carl002Still,Carl002Win,Carl002WinLoop,Carl002Lose,Carl002LoseLoop,Carl002WinLoop,Carl002Win,Carl002WinLoop,Carl002Win,Carl002Still,Carl002Still,,carl_004_lose,,,,Carl004Projectile,,,,,,carl_004_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindPirate,Whirlwind,carl_pirate_geo.scw,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlPirateIdle,CarlPirateWalk,CarlPirateAttack,CarlPirateSecondary,CarlPirateAttackRecoil,,CarlPirateSecondaryRecoil,,CarlPirateReload,CarlPiratePushback,CarlPirateWin,CarlPirateWinloop,CarlPirateLose,CarlPirateLoseloop,CarlPirateIdle,CarlPirateWin,CarlPirateWinloop,CarlPirateWin,CarlPirateIdle,CarlPirateIdle,CarlPirateProfile,CarlPirateProfile,,,,,,Carl004Still,Carl004Still,Carl004Win,Carl004WinLoop,Carl004Lose,Carl004LoseLoop,Carl004WinLoop,Carl004Win,Carl004WinLoop,Carl004Win,Carl004Still,Carl004Still,,,,,,Carl005Projectile,,,,,,,,,,,,carl_005_ulti_ground,,,,,,,,,,,,,,,,,,,,,,,carl_005_moving,carl_005_still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosaDefault,Rosa,rosa_geo.scw,,,rosa_base_cam.scw,emz_intro_pose.scw,,RosaIdle,RosaWalk,RosaAttack,RosaIdle,RosaAttackRecoil,RosaAttackRecoil2,RosaUltRecoil,RosaUltRecoil2,,RosaIdle,RosaWin,RosaWinloop,RosaLose,RosaLoseloop,RosaIdle,RosaWin,RosaWinloop,RosaWin,RosaIdle,RosaIdle,RosaProfile,RosaProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosaBrawloween,Rosa,rosa_brawloween_geo.scw,,,rosa_base_cam.scw,emz_intro_pose.scw,,RosaIdle,RosaWalk,RosaAttack,RosaIdle,RosaAttackRecoil,RosaAttackRecoil2,RosaUltRecoil,RosaUltRecoil2,,RosaIdle,RosaWin,RosaWinloop,RosaLose,RosaLoseloop,RosaIdle,RosaWin,RosaWinloop,RosaWin,RosaIdle,RosaIdle,RosaProfile,RosaProfile,,,,,,,,,,,,,,,,,,,,,,,Rosa002Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosaCoco,Rosa,rosa_coco_geo.glb,,,rosa_coco_portrait.glb,emz_intro_pose.scw,,RosaCocoIdle,RosaCocoWalk,RosaCocoAttack,RosaCocoIdle,RosaCocoAttackRecoil,RosaCocoAttackRecoil2,RosaCocoUltRecoil,RosaCocoUltRecoil2,,RosaCocoIdle,RosaCocoWin,RosaCocoWinloop,RosaCocoLose,RosaCocoLoseloop,RosaCocoIdle,RosaCocoWin,RosaCocoWinloop,RosaCocoWin,RosaCocoIdle,RosaCocoIdle,RosaCocoProfile,RosaCocoProfile,,,,,,Rosa003Still,Rosa003Still,Rosa003Win,Rosa003WinLoop,Rosa003Lose,Rosa003LoseLoop,Rosa003WinLoop,Rosa003Win,Rosa003WinLoop,Rosa003Win,Rosa003Still,Rosa003Still,,,,,,Rosa003Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballDefault,Baseball,bibi_geo.scw,,,bibi_base_cam.scw,emz_intro_pose.scw,,BibiIdle,BibiWalk,BibiPrimary,BibiSecondary,BibiRecoil,,BibiRecoil2,,,BibiPushback,BibiWin,BibiWinloop,BibiLose,BibiLoseloop,BibiIdle,BibiWin,BibiWinloop,BibiWin,BibiIdle,BibiIdle,BibiProfile,BibiProfile,,,,,,BibiStill,BibiStill,BibiWin,BibiWinLoop,BibiLose,BibiLoseLoop,BibiWinLoop,BibiWin,BibiWinLoop,BibiWin,BibiStill,BibiStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballGamer,Baseball,bibi_gamer_geo.scw,,,bibi_gamer_portrait.scw,emz_intro_pose.scw,,BibiGamerIdle,BibiGamerWalk,BibiGamerPrimary,BibiGamerSecondary,BibiGamerRecoil,,BibiGamerRecoil2,,,BibiGamerPushback,BibiGamerWin,BibiGamerWinloop,BibiGamerLose,BibiGamerLoseloop,BibiGamerIdle,BibiGamerWin,BibiGamerWinloop,BibiGamerWin,BibiGamerIdle,BibiGamerIdle,BibiGamerProfile,BibiGamerProfile,,,,,,Bibi002Still,Bibi002Still,Bibi002Win,Bibi002WinLoop,Bibi002Lose,Bibi002LoseLoop,Bibi002WinLoop,Bibi002Win,Bibi002WinLoop,Bibi002Win,Bibi002Still,Bibi002Still,,,,,,,,Bibi002UltiProjectile,bibi_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
